sequence_id,active_region,t_obs_end,frame_0,frame_1,frame_2,frame_3,target_window_start,target_window_end,binary_target_MX_24_48h,multiclass_target,log10_peak_flux
SEQ_AR-12887_202608162100,AR-12887,2026-08-16T21:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-12887_T012_202608161200.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-12887_T013_202608161500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-12887_T014_202608161800.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-12887_T015_202608162100.fits,2026-08-17T21:00:00+00:00,2026-08-18T21:00:00+00:00,0,0,-7.0
SEQ_AR-12887_202608170000,AR-12887,2026-08-17T00:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-12887_T013_202608161500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-12887_T014_202608161800.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-12887_T015_202608162100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-12887_T016_202608170000.fits,2026-08-18T00:00:00+00:00,2026-08-19T00:00:00+00:00,0,0,-7.0
SEQ_AR-12887_202608170300,AR-12887,2026-08-17T03:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-12887_T014_202608161800.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-12887_T015_202608162100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-12887_T016_202608170000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-12887_T017_202608170300.fits,2026-08-18T03:00:00+00:00,2026-08-19T03:00:00+00:00,0,0,-7.0
SEQ_AR-12887_202608170600,AR-12887,2026-08-17T06:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-12887_T015_202608162100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-12887_T016_202608170000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-12887_T017_202608170300.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-12887_T018_202608170600.fits,2026-08-18T06:00:00+00:00,2026-08-19T06:00:00+00:00,0,0,-7.0
SEQ_AR-12887_202608170900,AR-12887,2026-08-17T09:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-12887_T016_202608170000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-12887_T017_202608170300.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-12887_T018_202608170600.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-12887_T019_202608170900.fits,2026-08-18T09:00:00+00:00,2026-08-19T09:00:00+00:00,0,0,-7.0
SEQ_AR-13000_202608192100,AR-13000,2026-08-19T21:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T000_202608191200.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T001_202608191500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T002_202608191800.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T003_202608192100.fits,2026-08-20T21:00:00+00:00,2026-08-21T21:00:00+00:00,0,1,-5.3468
SEQ_AR-13000_202608200000,AR-13000,2026-08-20T00:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T001_202608191500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T002_202608191800.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T003_202608192100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T004_202608200000.fits,2026-08-21T00:00:00+00:00,2026-08-22T00:00:00+00:00,0,1,-5.3468
SEQ_AR-13000_202608200300,AR-13000,2026-08-20T03:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T002_202608191800.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T003_202608192100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T004_202608200000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T005_202608200300.fits,2026-08-21T03:00:00+00:00,2026-08-22T03:00:00+00:00,0,0,-7.0
SEQ_AR-13000_202608200600,AR-13000,2026-08-20T06:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T003_202608192100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T004_202608200000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T005_202608200300.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T006_202608200600.fits,2026-08-21T06:00:00+00:00,2026-08-22T06:00:00+00:00,0,0,-7.0
SEQ_AR-13000_202608200900,AR-13000,2026-08-20T09:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T004_202608200000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T005_202608200300.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T006_202608200600.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T007_202608200900.fits,2026-08-21T09:00:00+00:00,2026-08-22T09:00:00+00:00,0,0,-7.0
SEQ_AR-13000_202608201200,AR-13000,2026-08-20T12:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T005_202608200300.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T006_202608200600.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T007_202608200900.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T008_202608201200.fits,2026-08-21T12:00:00+00:00,2026-08-22T12:00:00+00:00,0,0,-7.0
SEQ_AR-13000_202608201500,AR-13000,2026-08-20T15:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T006_202608200600.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T007_202608200900.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T008_202608201200.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T009_202608201500.fits,2026-08-21T15:00:00+00:00,2026-08-22T15:00:00+00:00,0,0,-7.0
SEQ_AR-13000_202608201800,AR-13000,2026-08-20T18:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T007_202608200900.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T008_202608201200.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T009_202608201500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T010_202608201800.fits,2026-08-21T18:00:00+00:00,2026-08-22T18:00:00+00:00,0,0,-7.0
SEQ_AR-13000_202608202100,AR-13000,2026-08-20T21:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T008_202608201200.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T009_202608201500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T010_202608201800.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T011_202608202100.fits,2026-08-21T21:00:00+00:00,2026-08-22T21:00:00+00:00,0,0,-7.0
SEQ_AR-13000_202608210000,AR-13000,2026-08-21T00:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T009_202608201500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T010_202608201800.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T011_202608202100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T012_202608210000.fits,2026-08-22T00:00:00+00:00,2026-08-23T00:00:00+00:00,0,0,-7.0
SEQ_AR-13000_202608210300,AR-13000,2026-08-21T03:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T010_202608201800.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T011_202608202100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T012_202608210000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T013_202608210300.fits,2026-08-22T03:00:00+00:00,2026-08-23T03:00:00+00:00,0,0,-7.0
SEQ_AR-13000_202608210600,AR-13000,2026-08-21T06:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T011_202608202100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T012_202608210000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T013_202608210300.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T014_202608210600.fits,2026-08-22T06:00:00+00:00,2026-08-23T06:00:00+00:00,0,0,-7.0
SEQ_AR-13000_202608210900,AR-13000,2026-08-21T09:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T012_202608210000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T013_202608210300.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T014_202608210600.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13000_T015_202608210900.fits,2026-08-22T09:00:00+00:00,2026-08-23T09:00:00+00:00,0,0,-7.0
SEQ_AR-13100_202608232100,AR-13100,2026-08-23T21:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T000_202608231200.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T001_202608231500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T002_202608231800.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T003_202608232100.fits,2026-08-24T21:00:00+00:00,2026-08-25T21:00:00+00:00,0,0,-7.0
SEQ_AR-13100_202608240000,AR-13100,2026-08-24T00:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T001_202608231500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T002_202608231800.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T003_202608232100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T004_202608240000.fits,2026-08-25T00:00:00+00:00,2026-08-26T00:00:00+00:00,0,0,-7.0
SEQ_AR-13100_202608240300,AR-13100,2026-08-24T03:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T002_202608231800.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T003_202608232100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T004_202608240000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T005_202608240300.fits,2026-08-25T03:00:00+00:00,2026-08-26T03:00:00+00:00,0,0,-7.0
SEQ_AR-13100_202608240600,AR-13100,2026-08-24T06:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T003_202608232100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T004_202608240000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T005_202608240300.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T006_202608240600.fits,2026-08-25T06:00:00+00:00,2026-08-26T06:00:00+00:00,0,0,-7.0
SEQ_AR-13100_202608240900,AR-13100,2026-08-24T09:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T004_202608240000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T005_202608240300.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T006_202608240600.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T007_202608240900.fits,2026-08-25T09:00:00+00:00,2026-08-26T09:00:00+00:00,0,0,-7.0
SEQ_AR-13100_202608241200,AR-13100,2026-08-24T12:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T005_202608240300.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T006_202608240600.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T007_202608240900.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T008_202608241200.fits,2026-08-25T12:00:00+00:00,2026-08-26T12:00:00+00:00,0,0,-7.0
SEQ_AR-13100_202608241500,AR-13100,2026-08-24T15:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T006_202608240600.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T007_202608240900.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T008_202608241200.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T009_202608241500.fits,2026-08-25T15:00:00+00:00,2026-08-26T15:00:00+00:00,0,0,-7.0
SEQ_AR-13100_202608241800,AR-13100,2026-08-24T18:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T007_202608240900.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T008_202608241200.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T009_202608241500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T010_202608241800.fits,2026-08-25T18:00:00+00:00,2026-08-26T18:00:00+00:00,0,0,-7.0
SEQ_AR-13100_202608242100,AR-13100,2026-08-24T21:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T008_202608241200.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T009_202608241500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T010_202608241800.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T011_202608242100.fits,2026-08-25T21:00:00+00:00,2026-08-26T21:00:00+00:00,0,0,-7.0
SEQ_AR-13100_202608250000,AR-13100,2026-08-25T00:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T009_202608241500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T010_202608241800.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T011_202608242100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T012_202608250000.fits,2026-08-26T00:00:00+00:00,2026-08-27T00:00:00+00:00,0,0,-7.0
SEQ_AR-13100_202608250300,AR-13100,2026-08-25T03:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T010_202608241800.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T011_202608242100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T012_202608250000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T013_202608250300.fits,2026-08-26T03:00:00+00:00,2026-08-27T03:00:00+00:00,0,0,-7.0
SEQ_AR-13100_202608250600,AR-13100,2026-08-25T06:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T011_202608242100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T012_202608250000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T013_202608250300.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T014_202608250600.fits,2026-08-26T06:00:00+00:00,2026-08-27T06:00:00+00:00,0,0,-7.0
SEQ_AR-13100_202608250900,AR-13100,2026-08-25T09:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T012_202608250000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T013_202608250300.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T014_202608250600.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T015_202608250900.fits,2026-08-26T09:00:00+00:00,2026-08-27T09:00:00+00:00,0,0,-7.0
SEQ_AR-13100_202608251200,AR-13100,2026-08-25T12:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T013_202608250300.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T014_202608250600.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T015_202608250900.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T016_202608251200.fits,2026-08-26T12:00:00+00:00,2026-08-27T12:00:00+00:00,0,0,-7.0
SEQ_AR-13100_202608251500,AR-13100,2026-08-25T15:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T014_202608250600.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T015_202608250900.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T016_202608251200.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T017_202608251500.fits,2026-08-26T15:00:00+00:00,2026-08-27T15:00:00+00:00,0,0,-7.0
SEQ_AR-13100_202608251800,AR-13100,2026-08-25T18:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T015_202608250900.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T016_202608251200.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T017_202608251500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T018_202608251800.fits,2026-08-26T18:00:00+00:00,2026-08-27T18:00:00+00:00,0,0,-7.0
SEQ_AR-13100_202608252100,AR-13100,2026-08-25T21:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T016_202608251200.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T017_202608251500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T018_202608251800.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T019_202608252100.fits,2026-08-26T21:00:00+00:00,2026-08-27T21:00:00+00:00,0,0,-7.0
SEQ_AR-13100_202609011200,AR-13100,2026-09-01T12:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T017_202608251500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T018_202608251800.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T019_202608252100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T000_202609011200.fits,2026-09-02T12:00:00+00:00,2026-09-03T12:00:00+00:00,0,0,-7.0
SEQ_AR-13100_202609011500,AR-13100,2026-09-01T15:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T018_202608251800.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T019_202608252100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T000_202609011200.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T001_202609011500.fits,2026-09-02T15:00:00+00:00,2026-09-03T15:00:00+00:00,0,0,-7.0
SEQ_AR-13100_202609011800,AR-13100,2026-09-01T18:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T019_202608252100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T000_202609011200.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T001_202609011500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T002_202609011800.fits,2026-09-02T18:00:00+00:00,2026-09-03T18:00:00+00:00,0,0,-7.0
SEQ_AR-13100_202609012100,AR-13100,2026-09-01T21:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T000_202609011200.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T001_202609011500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T002_202609011800.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T003_202609012100.fits,2026-09-02T21:00:00+00:00,2026-09-03T21:00:00+00:00,0,0,-7.0
SEQ_AR-13100_202609020000,AR-13100,2026-09-02T00:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T001_202609011500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T002_202609011800.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T003_202609012100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T004_202609020000.fits,2026-09-03T00:00:00+00:00,2026-09-04T00:00:00+00:00,0,0,-7.0
SEQ_AR-13100_202609020300,AR-13100,2026-09-02T03:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T002_202609011800.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T003_202609012100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T004_202609020000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T005_202609020300.fits,2026-09-03T03:00:00+00:00,2026-09-04T03:00:00+00:00,0,0,-7.0
SEQ_AR-13100_202609020600,AR-13100,2026-09-02T06:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T003_202609012100.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T004_202609020000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T005_202609020300.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T006_202609020600.fits,2026-09-03T06:00:00+00:00,2026-09-04T06:00:00+00:00,0,0,-7.0
SEQ_AR-13100_202609020900,AR-13100,2026-09-02T09:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T004_202609020000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T005_202609020300.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T006_202609020600.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T007_202609020900.fits,2026-09-03T09:00:00+00:00,2026-09-04T09:00:00+00:00,0,0,-7.0
SEQ_AR-13100_202609021200,AR-13100,2026-09-02T12:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T005_202609020300.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T006_202609020600.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T007_202609020900.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T008_202609021200.fits,2026-09-03T12:00:00+00:00,2026-09-04T12:00:00+00:00,0,0,-7.0
SEQ_AR-13100_202609021500,AR-13100,2026-09-02T15:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T006_202609020600.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T007_202609020900.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T008_202609021200.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T009_202609021500.fits,2026-09-03T15:00:00+00:00,2026-09-04T15:00:00+00:00,0,0,-7.0
SEQ_AR-13100_202609021800,AR-13100,2026-09-02T18:00:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T007_202609020900.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T008_202609021200.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T009_202609021500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution\suit_AR-13100_T010_202609021800.fits,2026-09-03T18:00:00+00:00,2026-09-04T18:00:00+00:00,0,0,-7.0
