flare_id,active_region,start_time,peak_time,end_time,flare_class,peak_flux_wm2,integrated_flux_jm2,satellite,data_provenance
GOES_AR11653_201301111306,AR-11653,2013-01-11T13:06:38.000,2013-01-11T13:24:38.000,2013-01-11T13:51:38.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11652_201301122342,AR-11652,2013-01-12T23:42:01.000,2013-01-13T00:00:01.000,2013-01-13T00:27:01.000,C1.8,1.7647058823529412e-06,0.003176470588235294,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11652_201301131428,AR-11652,2013-01-13T14:28:01.000,2013-01-13T14:46:01.000,2013-01-13T15:13:01.000,M2.0,2e-05,0.036000000000000004,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11654_201301162047,AR-11654,2013-01-16T20:47:00.000,2013-01-16T21:05:00.000,2013-01-16T21:32:00.000,C2.1,2.11764705882353e-06,0.003811764705882354,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11652_201301180735,AR-11652,2013-01-18T07:35:01.000,2013-01-18T07:53:01.000,2013-01-18T08:20:01.000,C1.1,1.0823529411764705e-06,0.0019482352941176469,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11662_201301292327,AR-11662,2013-01-29T23:27:00.000,2013-01-29T23:45:00.000,2013-01-30T00:12:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11665_201302111648,AR-11665,2013-02-11T16:48:28.000,2013-02-11T17:06:28.000,2013-02-11T17:33:28.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11677_201302191750,AR-11677,2013-02-19T17:50:00.000,2013-02-19T18:08:00.000,2013-02-19T18:35:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11675_201302202228,AR-11675,2013-02-20T22:28:47.000,2013-02-20T22:46:47.000,2013-02-20T23:13:47.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11688_201303070550,AR-11688,2013-03-07T05:50:00.000,2013-03-07T06:08:00.000,2013-03-07T06:35:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11698_201303171129,AR-11698,2013-03-17T11:29:00.000,2013-03-17T11:47:00.000,2013-03-17T12:14:00.000,C3.3,3.294117647058824e-06,0.005929411764705884,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11698_201303171612,AR-11698,2013-03-17T16:12:01.000,2013-03-17T16:30:01.000,2013-03-17T16:57:01.000,Quiet,9.294117647058824e-07,0.0016729411764705882,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11698_201303190707,AR-11698,2013-03-19T07:07:01.000,2013-03-19T07:25:01.000,2013-03-19T07:52:01.000,C5.1,5.058823529411765e-06,0.009105882352941175,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11703_201303250416,AR-11703,2013-03-25T04:16:01.000,2013-03-25T04:34:01.000,2013-03-25T05:01:01.000,Quiet,2.941176470588236e-07,0.0005294117647058825,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11710_201304070549,AR-11710,2013-04-07T05:49:59.000,2013-04-07T06:07:59.000,2013-04-07T06:34:59.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11713_201304090538,AR-11713,2013-04-09T05:38:01.000,2013-04-09T05:56:01.000,2013-04-09T06:23:01.000,C1.8,1.7647058823529412e-06,0.003176470588235294,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11720_201304091750,AR-11720,2013-04-09T17:50:00.000,2013-04-09T18:08:00.000,2013-04-09T18:35:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11714_201304140414,AR-11714,2013-04-14T04:14:14.000,2013-04-14T04:32:14.000,2013-04-14T04:59:14.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11718_201304161515,AR-11718,2013-04-16T15:15:00.000,2013-04-16T15:33:00.000,2013-04-16T16:00:00.000,C1.3,1.2941176470588237e-06,0.002329411764705883,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11723_201304181327,AR-11723,2013-04-18T13:27:00.000,2013-04-18T13:45:00.000,2013-04-18T14:12:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11729_201304271332,AR-11729,2013-04-27T13:32:49.000,2013-04-27T13:50:49.000,2013-04-27T14:17:49.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11728_201304271930,AR-11728,2013-04-27T19:30:50.000,2013-04-27T19:48:50.000,2013-04-27T20:15:50.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11732_201304291750,AR-11732,2013-04-29T17:50:00.000,2013-04-29T18:08:00.000,2013-04-29T18:35:00.000,C3.5,3.5294117647058825e-06,0.006352941176470588,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11734_201305030156,AR-11734,2013-05-03T01:56:00.000,2013-05-03T02:14:00.000,2013-05-03T02:41:00.000,C1.6,1.6470588235294118e-06,0.0029647058823529414,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11736_201305051625,AR-11736,2013-05-05T16:25:59.000,2013-05-05T16:43:59.000,2013-05-05T17:10:59.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11731_201305061945,AR-11731,2013-05-06T19:45:00.000,2013-05-06T20:03:00.000,2013-05-06T20:30:00.000,C1.3,1.2941176470588237e-06,0.002329411764705883,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11740_201305112248,AR-11740,2013-05-11T22:48:54.000,2013-05-11T23:06:54.000,2013-05-11T23:33:54.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11744_201305161807,AR-11744,2013-05-16T18:07:01.000,2013-05-16T18:25:01.000,2013-05-16T18:52:01.000,C1.4,1.4117647058823531e-06,0.0025411764705882355,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11748_201305210008,AR-11748,2013-05-21T00:08:00.000,2013-05-21T00:26:00.000,2013-05-21T00:53:00.000,M1.1,1.1294117647058823e-05,0.02032941176470588,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11744_201305220550,AR-11744,2013-05-22T05:50:00.000,2013-05-22T06:08:00.000,2013-05-22T06:35:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11756_201305242040,AR-11756,2013-05-24T20:40:00.000,2013-05-24T20:58:00.000,2013-05-24T21:25:00.000,C4.6,4.588235294117647e-06,0.008258823529411765,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11755_201305251639,AR-11755,2013-05-25T16:39:01.000,2013-05-25T16:57:01.000,2013-05-25T17:24:01.000,C2.5,2.4705882352941173e-06,0.004447058823529411,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11773_201306222326,AR-11773,2013-06-22T23:26:01.000,2013-06-22T23:44:01.000,2013-06-23T00:11:01.000,C1.8,1.7647058823529412e-06,0.003176470588235294,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11770_201306240405,AR-11770,2013-06-24T04:05:51.000,2013-06-24T04:23:51.000,2013-06-24T04:50:51.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11780_201306302107,AR-11780,2013-06-30T21:07:01.000,2013-06-30T21:25:01.000,2013-06-30T21:52:01.000,C3.2,3.1764705882352943e-06,0.0057176470588235296,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11780_201307012108,AR-11780,2013-07-01T21:08:33.000,2013-07-01T21:26:33.000,2013-07-01T21:53:33.000,C2.4,2.3529411764705885e-06,0.004235294117647059,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11777_201307021332,AR-11777,2013-07-02T13:32:59.000,2013-07-02T13:50:59.000,2013-07-02T14:17:59.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11794_201307161750,AR-11794,2013-07-16T17:50:00.000,2013-07-16T18:08:00.000,2013-07-16T18:35:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11806_201308011705,AR-11806,2013-08-01T17:05:00.000,2013-08-01T17:23:00.000,2013-08-01T17:50:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11814_201308150549,AR-11814,2013-08-15T05:49:59.000,2013-08-15T06:07:59.000,2013-08-15T06:34:59.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11818_201308152346,AR-11818,2013-08-15T23:46:01.000,2013-08-16T00:04:01.000,2013-08-16T00:31:01.000,C2.5,2.4705882352941173e-06,0.004447058823529411,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11824_201308230519,AR-11824,2013-08-23T05:19:00.000,2013-08-23T05:37:00.000,2013-08-23T06:04:00.000,C1.2,1.1764705882352942e-06,0.0021176470588235297,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11820_201308231105,AR-11820,2013-08-23T11:05:00.000,2013-08-23T11:23:00.000,2013-08-23T11:50:00.000,C2.2,2.2352941176470592e-06,0.004023529411764706,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11823_201308241202,AR-11823,2013-08-24T12:02:50.000,2013-08-24T12:20:50.000,2013-08-24T12:47:50.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11831_201308250714,AR-11831,2013-08-25T07:14:09.000,2013-08-25T07:32:09.000,2013-08-25T07:59:09.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11828_201308262217,AR-11828,2013-08-26T22:17:53.000,2013-08-26T22:35:53.000,2013-08-26T23:02:53.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11834_201308271425,AR-11834,2013-08-27T14:25:01.000,2013-08-27T14:43:01.000,2013-08-27T15:10:01.000,Quiet,9.058823529411764e-07,0.0016305882352941176,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11836_201308311530,AR-11836,2013-08-31T15:30:01.000,2013-08-31T15:48:01.000,2013-08-31T16:15:01.000,Quiet,8.588235294117647e-07,0.0015458823529411764,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11834_201309012010,AR-11834,2013-09-01T20:10:01.000,2013-09-01T20:28:01.000,2013-09-01T20:55:01.000,C2.0,2e-06,0.0036,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11836_201309060325,AR-11836,2013-09-06T03:25:00.000,2013-09-06T03:43:00.000,2013-09-06T04:10:00.000,C1.5,1.5294117647058826e-06,0.0027529411764705886,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11836_201309091855,AR-11836,2013-09-09T18:55:00.000,2013-09-09T19:13:00.000,2013-09-09T19:40:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11842_201309150550,AR-11842,2013-09-15T05:50:00.000,2013-09-15T06:08:00.000,2013-09-15T06:35:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11849_201309252325,AR-11849,2013-09-25T23:25:59.000,2013-09-25T23:43:59.000,2013-09-26T00:10:59.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11857_201310041750,AR-11857,2013-10-04T17:50:00.000,2013-10-04T18:08:00.000,2013-10-04T18:35:00.000,C2.1,2.11764705882353e-06,0.003811764705882354,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11870_201310190900,AR-11870,2013-10-19T09:00:00.000,2013-10-19T09:18:00.000,2013-10-19T09:45:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11879_201310231750,AR-11879,2013-10-23T17:50:00.000,2013-10-23T18:08:00.000,2013-10-23T18:35:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11882_201310292059,AR-11882,2013-10-29T20:59:00.000,2013-10-29T21:17:00.000,2013-10-29T21:44:00.000,M5.2,5.1764705882352943e-05,0.0931764705882353,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11890_201311081016,AR-11890,2013-11-08T10:16:01.000,2013-11-08T10:34:01.000,2013-11-08T11:01:01.000,X1.3,0.0001294117647058,0.23294117647044,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11891_201311081750,AR-11891,2013-11-08T17:50:00.000,2013-11-08T18:08:00.000,2013-11-08T18:35:00.000,M2.7,2.705882352941177e-05,0.04870588235294118,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11893_201311131743,AR-11893,2013-11-13T17:43:00.000,2013-11-13T18:01:00.000,2013-11-13T18:28:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11897_201311151725,AR-11897,2013-11-15T17:25:01.000,2013-11-15T17:43:01.000,2013-11-15T18:10:01.000,C8.8,8.823529411764708e-06,0.015882352941176476,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11903_201311192157,AR-11903,2013-11-19T21:57:00.000,2013-11-19T22:15:00.000,2013-11-19T22:42:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11915_201312071536,AR-11915,2013-12-07T15:36:00.000,2013-12-07T15:54:00.000,2013-12-07T16:21:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11928_201312191750,AR-11928,2013-12-19T17:50:00.000,2013-12-19T18:08:00.000,2013-12-19T18:35:00.000,C2.1,2.11764705882353e-06,0.003811764705882354,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11921_201312240120,AR-11921,2013-12-24T01:20:00.000,2013-12-24T01:38:00.000,2013-12-24T02:05:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11934_201312240120,AR-11934,2013-12-24T01:20:00.000,2013-12-24T01:38:00.000,2013-12-24T02:05:00.000,C2.0,2e-06,0.0036,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11928_201312240120,AR-11928,2013-12-24T01:20:00.000,2013-12-24T01:38:00.000,2013-12-24T02:05:00.000,M1.9,1.8823529411764708e-05,0.033882352941176475,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11936_201312271803,AR-11936,2013-12-27T18:03:01.000,2013-12-27T18:21:01.000,2013-12-27T18:48:01.000,C5.2,5.176470588235296e-06,0.009317647058823533,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11934_201312280519,AR-11934,2013-12-28T05:19:39.000,2013-12-28T05:37:39.000,2013-12-28T06:04:39.000,C2.4,2.3529411764705885e-06,0.004235294117647059,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11936_201312301346,AR-11936,2013-12-30T13:46:00.000,2013-12-30T14:04:00.000,2013-12-30T14:31:00.000,M3.6,3.647058823529412e-05,0.06564705882352942,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11931_201312311612,AR-11931,2013-12-31T16:12:59.000,2013-12-31T16:30:59.000,2013-12-31T16:57:59.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11941_201401031247,AR-11941,2014-01-03T12:47:34.000,2014-01-03T13:05:34.000,2014-01-03T13:32:34.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11943_201401041009,AR-11943,2014-01-04T10:09:20.000,2014-01-04T10:27:20.000,2014-01-04T10:54:20.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11944_201401041612,AR-11944,2014-01-04T16:12:17.000,2014-01-04T16:30:17.000,2014-01-04T16:57:17.000,M1.2,1.1764705882352942e-05,0.021176470588235297,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11936_201401050442,AR-11936,2014-01-05T04:42:01.000,2014-01-05T05:00:01.000,2014-01-05T05:27:01.000,M2.2,2.235294117647059e-05,0.040235294117647064,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11946_201401080945,AR-11946,2014-01-08T09:45:59.000,2014-01-08T10:03:59.000,2014-01-08T10:30:59.000,C4.0,4e-06,0.0072,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11948_201401101711,AR-11948,2014-01-10T17:11:02.000,2014-01-10T17:29:02.000,2014-01-10T17:56:02.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11951_201401121750,AR-11951,2014-01-12T17:50:00.000,2014-01-12T18:08:00.000,2014-01-12T18:35:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11944_201401150342,AR-11944,2014-01-15T03:42:59.000,2014-01-15T04:00:59.000,2014-01-15T04:27:59.000,C3.8,3.764705882352941e-06,0.0067764705882352935,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11963_201401250814,AR-11963,2014-01-25T08:14:59.000,2014-01-25T08:32:59.000,2014-01-25T08:59:59.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11958_201401260829,AR-11958,2014-01-26T08:29:00.000,2014-01-26T08:47:00.000,2014-01-26T09:14:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11975_201402121503,AR-11975,2014-02-12T15:03:37.000,2014-02-12T15:21:37.000,2014-02-12T15:48:37.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11977_201402181408,AR-11977,2014-02-18T14:08:00.000,2014-02-18T14:26:00.000,2014-02-18T14:53:00.000,C2.8,2.8235294117647062e-06,0.005082352941176471,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11984_201403012308,AR-11984,2014-03-01T23:08:00.000,2014-03-01T23:26:00.000,2014-03-01T23:53:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11982_201403021923,AR-11982,2014-03-02T19:23:00.000,2014-03-02T19:41:00.000,2014-03-02T20:08:00.000,M1.3,1.2941176470588236e-05,0.023294117647058826,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11982_201403021925,AR-11982,2014-03-02T19:25:47.000,2014-03-02T19:43:47.000,2014-03-02T20:10:47.000,M1.0,1.023529411764706e-05,0.018423529411764707,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11990_201403061855,AR-11990,2014-03-06T18:55:00.000,2014-03-06T19:13:00.000,2014-03-06T19:40:00.000,C1.5,1.5294117647058826e-06,0.0027529411764705886,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11990_201403110549,AR-11990,2014-03-11T05:49:59.000,2014-03-11T06:07:59.000,2014-03-11T06:34:59.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR11998_201403142027,AR-11998,2014-03-14T20:27:01.000,2014-03-14T20:45:01.000,2014-03-14T21:12:01.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12002_201403170310,AR-12002,2014-03-17T03:10:01.000,2014-03-17T03:28:01.000,2014-03-17T03:55:01.000,C1.6,1.6470588235294118e-06,0.0029647058823529414,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12021_201404030121,AR-12021,2014-04-03T01:21:52.000,2014-04-03T01:39:52.000,2014-04-03T02:06:52.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12028_201404031750,AR-12028,2014-04-03T17:50:00.000,2014-04-03T18:08:00.000,2014-04-03T18:35:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12026_201404051547,AR-12026,2014-04-05T15:47:01.000,2014-04-05T16:05:01.000,2014-04-05T16:32:01.000,C1.9,1.8823529411764705e-06,0.0033882352941176468,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12026_201404061649,AR-12026,2014-04-06T16:49:59.000,2014-04-06T17:07:59.000,2014-04-06T17:34:59.000,Quiet,7.176470588235293e-07,0.0012917647058823527,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12039_201404191017,AR-12039,2014-04-19T10:17:55.000,2014-04-19T10:35:55.000,2014-04-19T11:02:55.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12032_201404200122,AR-12032,2014-04-20T01:22:01.000,2014-04-20T01:40:01.000,2014-04-20T02:07:01.000,C5.5,5.5294117647058815e-06,0.009952941176470586,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12034_201404211107,AR-12034,2014-04-21T11:07:15.000,2014-04-21T11:25:15.000,2014-04-21T11:52:15.000,C2.0,2e-06,0.0036,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12037_201404211141,AR-12037,2014-04-21T11:41:53.000,2014-04-21T11:59:53.000,2014-04-21T12:26:53.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12036_201404211224,AR-12036,2014-04-21T12:24:01.000,2014-04-21T12:42:01.000,2014-04-21T13:09:01.000,C1.4,1.4117647058823531e-06,0.0025411764705882355,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12044_201404260543,AR-12044,2014-04-26T05:43:00.000,2014-04-26T06:01:00.000,2014-04-26T06:28:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12049_201405081217,AR-12049,2014-05-08T12:17:04.000,2014-05-08T12:35:04.000,2014-05-08T13:02:04.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
