sequence_id,active_region,t_obs_end,frame_0,frame_1,frame_2,frame_3,target_window_start,target_window_end,binary_target_MX_24_48h,multiclass_target,log10_peak_flux
SEQ_AR-11504_201206171615,AR-11504,2012-06-17T16:15:59+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11504_T003_20120616173001.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11504_T000_20120617054559.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11504_T001_20120617124559.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11504_T002_20120617161559.fits,2012-06-18T16:15:59+00:00,2012-06-19T16:15:59+00:00,0,1,-5.6741
SEQ_AR-11504_201206171645,AR-11504,2012-06-17T16:45:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11504_T000_20120617054559.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11504_T001_20120617124559.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11504_T002_20120617161559.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11504_T000_20120617164501.fits,2012-06-18T16:45:01+00:00,2012-06-19T16:45:01+00:00,0,1,-5.6741
SEQ_AR-11504_201206171735,AR-11504,2012-06-17T17:35:59+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11504_T001_20120617124559.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11504_T002_20120617161559.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11504_T000_20120617164501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11504_T003_20120617173559.fits,2012-06-18T17:35:59+00:00,2012-06-19T17:35:59+00:00,0,1,-5.6741
SEQ_AR-11504_201206172345,AR-11504,2012-06-17T23:45:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11504_T002_20120617161559.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11504_T000_20120617164501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11504_T003_20120617173559.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11504_T001_20120617234501.fits,2012-06-18T23:45:01+00:00,2012-06-19T23:45:01+00:00,0,1,-5.888
SEQ_AR-11504_201206180315,AR-11504,2012-06-18T03:15:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11504_T000_20120617164501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11504_T003_20120617173559.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11504_T001_20120617234501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11504_T002_20120618031501.fits,2012-06-19T03:15:01+00:00,2012-06-20T03:15:01+00:00,0,1,-5.888
SEQ_AR-11504_201206180435,AR-11504,2012-06-18T04:35:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11504_T003_20120617173559.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11504_T001_20120617234501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11504_T002_20120618031501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11504_T003_20120618043501.fits,2012-06-19T04:35:01+00:00,2012-06-20T04:35:01+00:00,0,1,-5.888
SEQ_AR-11506_201206151415,AR-11506,2012-06-15T14:15:38+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11506_T000_20120615022538.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11506_T001_20120615092538.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11506_T002_20120615125538.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11506_T003_20120615141538.fits,2012-06-16T14:15:38+00:00,2012-06-17T14:15:38+00:00,0,0,-8.0
SEQ_AR-11510_201206240323,AR-11510,2012-06-24T03:23:02+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11510_T000_20120623153302.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11510_T001_20120623223302.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11510_T002_20120624020302.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11510_T003_20120624032302.fits,2012-06-25T03:23:02+00:00,2012-06-26T03:23:02+00:00,0,0,-8.0
SEQ_AR-11512_201206280444,AR-11512,2012-06-28T04:44:59+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11512_T000_20120627165459.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11512_T001_20120627235459.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11512_T002_20120628032459.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11512_T003_20120628044459.fits,2012-06-29T04:44:59+00:00,2012-06-30T04:44:59+00:00,0,1,-5.9849
SEQ_AR-11513_201207051450,AR-11513,2012-07-05T14:50:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11513_T000_20120705030001.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11513_T001_20120705100001.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11513_T002_20120705133001.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11513_T003_20120705145001.fits,2012-07-06T14:50:01+00:00,2012-07-07T14:50:01+00:00,0,1,-5.0373
SEQ_AR-11515_201207011042,AR-11515,2012-07-01T10:42:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11515_T000_20120630225201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11515_T001_20120701055201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11515_T002_20120701092201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11515_T003_20120701104201.fits,2012-07-02T10:42:01+00:00,2012-07-03T10:42:01+00:00,1,2,-4.1812
SEQ_AR-11518_201207071444,AR-11518,2012-07-07T14:44:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11518_T000_20120707025400.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11518_T001_20120707095400.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11518_T002_20120707132400.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11518_T003_20120707144400.fits,2012-07-08T14:44:00+00:00,2012-07-09T14:44:00+00:00,0,0,-8.0
SEQ_AR-11519_201207151837,AR-11519,2012-07-15T18:37:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11519_T000_20120715064700.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11519_T001_20120715134700.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11519_T002_20120715171700.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11519_T003_20120715183700.fits,2012-07-16T18:37:00+00:00,2012-07-17T18:37:00+00:00,0,1,-5.3496
SEQ_AR-11521_201207170410,AR-11521,2012-07-17T04:10:40+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11521_T000_20120716162040.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11521_T001_20120716232040.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11521_T002_20120717025040.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11521_T003_20120717041040.fits,2012-07-18T04:10:40+00:00,2012-07-19T04:10:40+00:00,0,1,-5.7533
SEQ_AR-11522_201207131150,AR-11522,2012-07-13T11:50:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11522_T000_20120713000000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11522_T001_20120713070000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11522_T002_20120713103000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11522_T003_20120713115000.fits,2012-07-14T11:50:00+00:00,2012-07-15T11:50:00+00:00,0,1,-5.7833
SEQ_AR-11522_201207141658,AR-11522,2012-07-14T16:58:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11522_T001_20120713070000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11522_T002_20120713103000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11522_T003_20120713115000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11522_T000_20120714165801.fits,2012-07-15T16:58:01+00:00,2012-07-16T16:58:01+00:00,0,1,-5.4523
SEQ_AR-11522_201207142358,AR-11522,2012-07-14T23:58:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11522_T002_20120713103000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11522_T003_20120713115000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11522_T000_20120714165801.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11522_T001_20120714235801.fits,2012-07-15T23:58:01+00:00,2012-07-16T23:58:01+00:00,0,1,-5.4523
SEQ_AR-11522_201207150328,AR-11522,2012-07-15T03:28:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11522_T003_20120713115000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11522_T000_20120714165801.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11522_T001_20120714235801.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11522_T002_20120715032801.fits,2012-07-16T03:28:01+00:00,2012-07-17T03:28:01+00:00,0,1,-5.4523
SEQ_AR-11522_201207150448,AR-11522,2012-07-15T04:48:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11522_T000_20120714165801.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11522_T001_20120714235801.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11522_T002_20120715032801.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11522_T003_20120715044801.fits,2012-07-16T04:48:01+00:00,2012-07-17T04:48:01+00:00,0,1,-5.4523
SEQ_AR-11525_201207241434,AR-11525,2012-07-24T14:34:36+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11525_T000_20120724024436.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11525_T001_20120724094436.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11525_T002_20120724131436.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11525_T003_20120724143436.fits,2012-07-25T14:34:36+00:00,2012-07-26T14:34:36+00:00,0,0,-8.0
SEQ_AR-11528_201207241150,AR-11528,2012-07-24T11:50:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11528_T000_20120724000000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11528_T001_20120724070000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11528_T002_20120724103000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11528_T003_20120724115000.fits,2012-07-25T11:50:00+00:00,2012-07-26T11:50:00+00:00,0,0,-6.1586
SEQ_AR-11528_201207242202,AR-11528,2012-07-24T22:02:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11528_T001_20120724070000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11528_T002_20120724103000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11528_T003_20120724115000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11528_T000_20120724220201.fits,2012-07-25T22:02:01+00:00,2012-07-26T22:02:01+00:00,0,0,-6.0969
SEQ_AR-11528_201207250502,AR-11528,2012-07-25T05:02:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11528_T002_20120724103000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11528_T003_20120724115000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11528_T000_20120724220201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11528_T001_20120725050201.fits,2012-07-26T05:02:01+00:00,2012-07-27T05:02:01+00:00,0,0,-6.0969
SEQ_AR-11528_201207250832,AR-11528,2012-07-25T08:32:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11528_T003_20120724115000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11528_T000_20120724220201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11528_T001_20120725050201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11528_T002_20120725083201.fits,2012-07-26T08:32:01+00:00,2012-07-27T08:32:01+00:00,0,0,-6.0969
SEQ_AR-11528_201207250952,AR-11528,2012-07-25T09:52:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11528_T000_20120724220201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11528_T001_20120725050201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11528_T002_20120725083201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11528_T003_20120725095201.fits,2012-07-26T09:52:01+00:00,2012-07-27T09:52:01+00:00,0,0,-6.0969
SEQ_AR-11529_201207260658,AR-11529,2012-07-26T06:58:47+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11529_T000_20120725190847.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11529_T001_20120726020847.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11529_T002_20120726053847.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11529_T003_20120726065847.fits,2012-07-27T06:58:47+00:00,2012-07-28T06:58:47+00:00,0,0,-8.0
SEQ_AR-11533_201207302350,AR-11533,2012-07-30T23:50:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11533_T000_20120730120000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11533_T001_20120730190000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11533_T002_20120730223000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11533_T003_20120730235000.fits,2012-07-31T23:50:00+00:00,2012-08-01T23:50:00+00:00,0,0,-8.0
SEQ_AR-11535_201208040412,AR-11535,2012-08-04T04:12:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11535_T000_20120803162200.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11535_T001_20120803232200.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11535_T002_20120804025200.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11535_T003_20120804041200.fits,2012-08-05T04:12:00+00:00,2012-08-06T04:12:00+00:00,0,1,-5.8155
SEQ_AR-11541_201208060239,AR-11541,2012-08-06T02:39:21+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11541_T000_20120805144921.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11541_T001_20120805214921.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11541_T002_20120806011921.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11541_T003_20120806023921.fits,2012-08-07T02:39:21+00:00,2012-08-08T02:39:21+00:00,0,0,-8.0
SEQ_AR-11542_201208091137,AR-11542,2012-08-09T11:37:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11542_T000_20120808234700.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11542_T001_20120809064700.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11542_T002_20120809101700.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11542_T003_20120809113700.fits,2012-08-10T11:37:00+00:00,2012-08-11T11:37:00+00:00,0,1,-5.0051
SEQ_AR-11542_201208100442,AR-11542,2012-08-10T04:42:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11542_T001_20120809064700.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11542_T002_20120809101700.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11542_T003_20120809113700.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11542_T000_20120810044201.fits,2012-08-11T04:42:01+00:00,2012-08-12T04:42:01+00:00,0,1,-5.6284
SEQ_AR-11542_201208101142,AR-11542,2012-08-10T11:42:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11542_T002_20120809101700.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11542_T003_20120809113700.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11542_T000_20120810044201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11542_T001_20120810114201.fits,2012-08-11T11:42:01+00:00,2012-08-12T11:42:01+00:00,0,1,-5.6284
SEQ_AR-11542_201208101512,AR-11542,2012-08-10T15:12:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11542_T003_20120809113700.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11542_T000_20120810044201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11542_T001_20120810114201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11542_T002_20120810151201.fits,2012-08-11T15:12:01+00:00,2012-08-12T15:12:01+00:00,0,1,-5.6284
SEQ_AR-11542_201208101632,AR-11542,2012-08-10T16:32:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11542_T000_20120810044201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11542_T001_20120810114201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11542_T002_20120810151201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11542_T003_20120810163201.fits,2012-08-11T16:32:01+00:00,2012-08-12T16:32:01+00:00,0,1,-5.6284
SEQ_AR-11543_201208140032,AR-11543,2012-08-14T00:32:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11543_T000_20120813124200.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11543_T001_20120813194200.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11543_T002_20120813231200.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11543_T003_20120814003200.fits,2012-08-15T00:32:00+00:00,2012-08-16T00:32:00+00:00,0,1,-5.888
SEQ_AR-11546_201208230423,AR-11546,2012-08-23T04:23:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11546_T000_20120822163300.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11546_T001_20120822233300.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11546_T002_20120823030300.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11546_T003_20120823042300.fits,2012-08-24T04:23:00+00:00,2012-08-25T04:23:00+00:00,0,0,-8.0
SEQ_AR-11558_201209021025,AR-11558,2012-09-02T10:25:47+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11558_T000_20120901223547.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11558_T001_20120902053547.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11558_T002_20120902090547.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11558_T003_20120902102547.fits,2012-09-03T10:25:47+00:00,2012-09-04T10:25:47+00:00,0,0,-8.0
SEQ_AR-11560_201209050104,AR-11560,2012-09-05T01:04:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11560_T000_20120904131401.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11560_T001_20120904201401.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11560_T002_20120904234401.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11560_T003_20120905010401.fits,2012-09-06T01:04:01+00:00,2012-09-07T01:04:01+00:00,0,1,-5.8502
SEQ_AR-11561_201209020832,AR-11561,2012-09-02T08:32:53+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11561_T000_20120901204253.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11561_T001_20120902034253.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11561_T002_20120902071253.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11561_T003_20120902083253.fits,2012-09-03T08:32:53+00:00,2012-09-04T08:32:53+00:00,0,0,-8.0
SEQ_AR-11564_201209050756,AR-11564,2012-09-05T07:56:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11564_T000_20120904200600.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11564_T001_20120905030600.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11564_T002_20120905063600.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11564_T003_20120905075600.fits,2012-09-06T07:56:00+00:00,2012-09-07T07:56:00+00:00,0,1,-5.0721
SEQ_AR-11566_201209090047,AR-11566,2012-09-09T00:47:38+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11566_T000_20120908125738.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11566_T001_20120908195738.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11566_T002_20120908232738.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11566_T003_20120909004738.fits,2012-09-10T00:47:38+00:00,2012-09-11T00:47:38+00:00,0,0,-8.0
SEQ_AR-11566_201209141059,AR-11566,2012-09-14T10:59:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11566_T001_20120908195738.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11566_T002_20120908232738.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11566_T003_20120909004738.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11566_T000_20120914105901.fits,2012-09-15T10:59:01+00:00,2012-09-16T10:59:01+00:00,0,1,-5.9471
SEQ_AR-11566_201209141759,AR-11566,2012-09-14T17:59:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11566_T002_20120908232738.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11566_T003_20120909004738.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11566_T000_20120914105901.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11566_T001_20120914175901.fits,2012-09-15T17:59:01+00:00,2012-09-16T17:59:01+00:00,0,1,-5.9471
SEQ_AR-11566_201209142129,AR-11566,2012-09-14T21:29:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11566_T003_20120909004738.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11566_T000_20120914105901.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11566_T001_20120914175901.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11566_T002_20120914212901.fits,2012-09-15T21:29:01+00:00,2012-09-16T21:29:01+00:00,0,1,-5.9471
